CGATS.17
BEGIN_DATA_FORMAT
SampleID	RGB_R	RGB_G	RGB_B	XYZ_X	XYZ_Y	XYZ_Z
END_DATA_FORMAT
NUMBER_OF_SETS 602
BEGIN_DATA
525	25	102	255	0.2320014	0.1692827	0.9665573
526	25	127	255	0.2603801	0.2260402	0.9760169
527	25	153	255	0.2983971	0.3020741	0.9886892
528	25	178	255	0.3436867	0.3926534	1.0037857
529	25	204	255	0.4004089	0.5060978	1.0226931
530	25	229	255	0.4646706	0.6346211	1.0441137
531	51	25	255	0.197609	0.086184	0.9523308
532	51	51	255	0.2059706	0.1029072	0.955118
533	51	76	255	0.2199762	0.1309182	0.9597865
534	51	102	255	0.2416445	0.1742549	0.9670093
535	51	127	255	0.2700233	0.2310125	0.9764689
536	51	153	255	0.3080402	0.3070464	0.9891412
537	51	178	255	0.3533299	0.3976256	1.0042378
538	51	204	255	0.4100521	0.5110701	1.0231452
539	51	229	255	0.4743137	0.6395934	1.0445657
540	76	25	255	0.2137612	0.0945124	0.9530879
541	76	51	255	0.2221228	0.1112356	0.9558751
542	76	76	255	0.2361283	0.1392467	0.9605437
543	76	102	255	0.2577967	0.1825834	0.9677664
544	76	127	255	0.2861754	0.2393409	0.977226
545	76	153	255	0.3241924	0.3153748	0.9898983
546	76	178	255	0.369482	0.4059541	1.0049949
547	76	204	255	0.4262042	0.5193985	1.0239023
548	76	229	255	0.4904659	0.6479218	1.0453228
549	102	25	255	0.2387506	0.1073976	0.9542593
550	102	51	255	0.2471122	0.1241208	0.9570465
551	102	76	255	0.2611177	0.1521319	0.961715
552	102	102	255	0.2827861	0.1954686	0.9689378
553	102	127	255	0.3111649	0.2522261	0.9783974
554	102	153	255	0.3491818	0.32826	0.9910697
555	102	178	255	0.3944714	0.4188393	1.0061663
556	102	204	255	0.4511937	0.5322837	1.0250737
557	102	229	255	0.5154553	0.660807	1.0464942
558	127	25	255	0.271479	0.1242732	0.9557935
559	127	51	255	0.2798405	0.1409963	0.9585807
560	127	76	255	0.2938461	0.1690074	0.9632492
561	127	102	255	0.3155144	0.2123441	0.970472
562	127	127	255	0.3438932	0.2691016	0.9799315
563	127	153	255	0.3819101	0.3451355	0.9926039
564	127	178	255	0.4271998	0.4357148	1.0077004
565	127	204	255	0.483922	0.5491593	1.0266078
566	127	229	255	0.5481836	0.6776825	1.0480284
567	153	25	255	0.3153227	0.1468801	0.9578486
568	153	51	255	0.3236843	0.1636033	0.9606358
569	153	76	255	0.3376898	0.1916143	0.9653043
570	153	102	255	0.3593582	0.234951	0.9725271
571	153	127	255	0.3877369	0.2917086	0.9819867
572	153	153	255	0.4257539	0.3677425	0.994659
573	153	178	255	0.4710435	0.4583217	1.0097556
574	153	204	255	0.5277657	0.5717662	1.028663
575	153	229	255	0.5920274	0.7002895	1.0500835
576	178	25	255	0.3675538	0.1738118	0.960297
577	178	51	255	0.3759154	0.1905349	0.9630842
578	178	76	255	0.3899209	0.218546	0.9677527
579	178	102	255	0.4115893	0.2618827	0.9749755
580	178	127	255	0.4399681	0.3186402	0.9844351
581	178	153	255	0.477985	0.3946741	0.9971074
582	178	178	255	0.5232746	0.4852534	1.0122039
583	178	204	255	0.5799969	0.5986979	1.0311113
584	178	229	255	0.6442585	0.7272211	1.0525319
585	204	25	255	0.4329698	0.2075419	0.9633633
586	204	51	255	0.4413314	0.2242651	0.9661505
587	204	76	255	0.4553369	0.2522761	0.9708191
588	204	102	255	0.4770053	0.2956128	0.9780418
589	204	127	255	0.505384	0.3523704	0.9875014
590	204	153	255	0.543401	0.4284042	1.0001737
591	204	178	255	0.5886906	0.5189835	1.0152703
592	204	204	255	0.6454128	0.632428	1.0341777
593	204	229	255	0.7096745	0.7609512	1.0555982
594	229	25	255	0.5070807	0.2457553	0.9668373
595	229	51	255	0.5154423	0.2624785	0.9696245
596	229	76	255	0.5294478	0.2904896	0.974293
597	229	102	255	0.5511162	0.3338263	0.9815158
598	229	127	255	0.579495	0.3905838	0.9909754
599	229	153	255	0.6175119	0.4666177	1.0036477
600	229	178	255	0.6628015	0.557197	1.0187442
601	229	204	255	0.7195238	0.6706414	1.0376516
602	229	229	255	0.7837854	0.7991647	1.0590722
END_DATA
